edge_id	source	target	interaction	edge_type	evidence	is_direct_alignment	cluster_representative	cluster_size	cluster_visibility_in_original_network	raw_m8_query	raw_m8_target	fident	alnlen	mismatch	gapopen	qstart	qend	tstart	tend	evalue	bits
A0A7S5RBT3__cluster_membership__UPI001CE6E990	A0A7S5RBT3	UPI001CE6E990	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A7S5RBT3	2	absent												
A0A7S5VJ45__cluster_membership__A0A7G3PHN4	A0A7S5VJ45	A0A7G3PHN4	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A7S5VJ45	2	absent												
A0A7U0G8P3__cluster_membership__A0A077KVN0	A0A7U0G8P3	A0A077KVN0	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A7U0G8P3	18	visible												
A0A7U0G8P3__cluster_membership__A0A0F7L270	A0A7U0G8P3	A0A0F7L270	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A7U0G8P3	18	visible												
A0A7U0G8P3__cluster_membership__A0A0F7L854	A0A7U0G8P3	A0A0F7L854	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A7U0G8P3	18	visible												
A0A7U0G8P3__cluster_membership__A0A0F7LAE4	A0A7U0G8P3	A0A0F7LAE4	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A7U0G8P3	18	visible												
A0A7U0G8P3__cluster_membership__A0A0F7LAJ1	A0A7U0G8P3	A0A0F7LAJ1	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A7U0G8P3	18	visible												
A0A7U0G8P3__cluster_membership__A0A1L3KFT0	A0A7U0G8P3	A0A1L3KFT0	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A7U0G8P3	18	visible												
A0A7U0G8P3__direct_alignment__A0A1X9T538	A0A7U0G8P3	A0A1X9T538	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A7U0G8P3	18	visible	A0A7U0G8P3	A0A1X9T538	0.224	49	21	4	5	49	220	255	2.467E-02	32
A0A7U0G8P3__direct_alignment__A0A481YV41	A0A7U0G8P3	A0A481YV41	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A7U0G8P3	18	visible	A0A7U0G8P3	A0A481YV41	0.254	51	27	6	4	50	376	419	4.330E-01	28
A0A7U0G8P3__cluster_membership__A0A481YYP2	A0A7U0G8P3	A0A481YYP2	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A7U0G8P3	18	visible												
A0A7U0G8P3__cluster_membership__A0A481Z6L8	A0A7U0G8P3	A0A481Z6L8	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A7U0G8P3	18	visible												
A0A7U0G8P3__direct_alignment__A0A5Q2W648	A0A7U0G8P3	A0A5Q2W648	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A7U0G8P3	18	visible	A0A7U0G8P3	A0A5Q2W648	0.240	75	24	10	2	65	21	73	6.412E-02	31
A0A7U0G8P3__direct_alignment__A0A6J5SUE6	A0A7U0G8P3	A0A6J5SUE6	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A7U0G8P3	18	visible	A0A7U0G8P3	A0A6J5SUE6	0.319	47	17	6	4	49	47	79	2.291E-01	29
A0A7U0G8P3__cluster_membership__A0A7M3UNK7	A0A7U0G8P3	A0A7M3UNK7	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A7U0G8P3	18	visible												
A0A7U0G8P3__cluster_membership__A0A811BLR8	A0A7U0G8P3	A0A811BLR8	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A7U0G8P3	18	visible												
A0A7U0G8P3__cluster_membership__F1AWY4	A0A7U0G8P3	F1AWY4	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A7U0G8P3	18	visible												
A0A7U0G8P3__direct_alignment__Q8BEN0	A0A7U0G8P3	Q8BEN0	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A7U0G8P3	18	visible	A0A7U0G8P3	Q8BEN0	0.238	21	12	2	10	26	201	221	2.127E+00	26
A0A7U0G8P3__direct_alignment__A0A5J6VKB8	A0A7U0G8P3	A0A5J6VKB8	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A7U0G8P3	18	visible	A0A7U0G8P3	A0A5J6VKB8	0.258	31	12	3	12	42	27	46	2.924E+00	25
A0A811A9Y5__direct_alignment__A0A076FG56	A0A811A9Y5	A0A076FG56	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A811A9Y5	2	visible	A0A811A9Y5	A0A076FG56	0.279	68	18	8	22	82	7	50	9.456E+00	22
A0A894YVT4__cluster_membership__A0A346G3N5	A0A894YVT4	A0A346G3N5	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A894YVT4	2	absent												
A0A8A1VF65__cluster_membership__A0A899INP2	A0A8A1VF65	A0A899INP2	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A8A1VF65	2	absent												
A0A8F4MX76__cluster_membership__A0A1L3KKA4	A0A8F4MX76	A0A1L3KKA4	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A8F4MX76	5	absent												
A0A8F4MX76__cluster_membership__A0A2H4H0P6	A0A8F4MX76	A0A2H4H0P6	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A8F4MX76	5	absent												
A0A8F4MX76__cluster_membership__A0A7D7F436	A0A8F4MX76	A0A7D7F436	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A8F4MX76	5	absent												
A0A8F4MX76__cluster_membership__A0A8S5L6V2	A0A8F4MX76	A0A8S5L6V2	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A8F4MX76	5	absent												
A0A8F8KTN6__direct_alignment__A0A1W5PTL6	A0A8F8KTN6	A0A1W5PTL6	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A8F8KTN6	4	visible	A0A8F8KTN6	A0A1W5PTL6	0.294	51	25	7	403	445	45	92	2.295E+00	26
A0A8F8KTN6__direct_alignment__A7KA16	A0A8F8KTN6	A7KA16	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A8F8KTN6	4	visible	A0A8F8KTN6	A7KA16	0.323	34	16	3	32	63	6	34	2.485E-01	30
A0A8F8KTN6__cluster_membership__X2IXA2	A0A8F8KTN6	X2IXA2	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A8F8KTN6	4	visible												
A0A8J9R3F2__direct_alignment__A0A3S8NFJ2	A0A8J9R3F2	A0A3S8NFJ2	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A8J9R3F2	2	visible	A0A8J9R3F2	A0A3S8NFJ2	0.555	9	4	0	228	236	231	239	1.206E+00	26
A0A8S5M340__cluster_membership__A0A3G2YTA0	A0A8S5M340	A0A3G2YTA0	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A8S5M340	3	absent												
A0A8S5M340__cluster_membership__A0A516MHL8	A0A8S5M340	A0A516MHL8	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A8S5M340	3	absent												
A0A8S5Q8R1__cluster_membership__A0A5Q2UAX2	A0A8S5Q8R1	A0A5Q2UAX2	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A8S5Q8R1	2	absent												
A0A8S5RPZ6__direct_alignment__A0A2P1JU25	A0A8S5RPZ6	A0A2P1JU25	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A8S5RPZ6	3	visible	A0A8S5RPZ6	A0A2P1JU25	0.321	28	12	2	108	131	67	91	8.293E-01	27
A0A8S5RPZ6__cluster_membership__A0A5Q0V0I2	A0A8S5RPZ6	A0A5Q0V0I2	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A8S5RPZ6	3	visible												
A0A8S5SQS6__cluster_membership__A0A0B5IX01	A0A8S5SQS6	A0A0B5IX01	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A8S5SQS6	2	absent												
A0A8S5UM23__cluster_membership__A0A874UJM5	A0A8S5UM23	A0A874UJM5	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A8S5UM23	2	absent												
A0A8S5UZI2__cluster_membership__A0A481Z5Z0	A0A8S5UZI2	A0A481Z5Z0	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A8S5UZI2	2	absent												
A0A9E7TEM4__direct_alignment__A0A076G709	A0A9E7TEM4	A0A076G709	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A9E7TEM4	2	visible	A0A9E7TEM4	A0A076G709	0.276	105	36	11	78	165	111	192	2.068E-02	31
A2PZW9__direct_alignment__A2PZW3	A2PZW9	A2PZW3	direct_alignment	direct_alignment	alignment_present_in_m8	1	A2PZW9	2	visible	A2PZW9	A2PZW3	0.306	98	32	13	16	101	42	115	2.137E-04	37
A3QMI3__cluster_membership__A0A7L7YSE3	A3QMI3	A0A7L7YSE3	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A3QMI3	2	absent												
A7ITT2__cluster_membership__A0A7L8ZER3	A7ITT2	A0A7L8ZER3	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A7ITT2	2	absent												
B3VM64__cluster_membership__A0A4D6T664	B3VM64	A0A4D6T664	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	B3VM64	2	absent												
F8WPT3__direct_alignment__M1PCD6	F8WPT3	M1PCD6	direct_alignment	direct_alignment	alignment_present_in_m8	1	F8WPT3	2	visible	F8WPT3	M1PCD6	0.235	34	19	3	124	153	85	115	8.764E+00	23
G4YAB4__cluster_membership__A0A6J5LBF2	G4YAB4	A0A6J5LBF2	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	G4YAB4	2	absent												
G8DG05__cluster_membership__A0A481ZFQ2	G8DG05	A0A481ZFQ2	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	G8DG05	2	absent												
G8DGQ1__cluster_membership__Q9WIA8	G8DGQ1	Q9WIA8	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	G8DGQ1	2	absent												
H2ED42__direct_alignment__A0A167R472	H2ED42	A0A167R472	direct_alignment	direct_alignment	alignment_present_in_m8	1	H2ED42	2	visible	H2ED42	A0A167R472	0.396	351	103	33	11	298	78	382	3.607E-33	133
H6SU46__direct_alignment__A0A1D8EXD3	H6SU46	A0A1D8EXD3	direct_alignment	direct_alignment	alignment_present_in_m8	1	H6SU46	3	visible	H6SU46	A0A1D8EXD3	0.449	89	19	12	1	75	67	139	1.089E-09	55
H6SU46__direct_alignment__A0A410T726	H6SU46	A0A410T726	direct_alignment	direct_alignment	alignment_present_in_m8	1	H6SU46	3	visible	H6SU46	A0A410T726	0.981	166	3	0	1	166	90	255	1.581E-169	529
H7BW97__cluster_membership__Q5YFP3	H7BW97	Q5YFP3	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	H7BW97	2	absent												
H9NC57__direct_alignment__A0A481YVA3	H9NC57	A0A481YVA3	direct_alignment	direct_alignment	alignment_present_in_m8	1	H9NC57	13	visible	H9NC57	A0A481YVA3	0.387	31	11	4	286	314	128	152	3.431E+00	25
H9NC57__direct_alignment__A0A6J4EH88	H9NC57	A0A6J4EH88	direct_alignment	direct_alignment	alignment_present_in_m8	1	H9NC57	13	visible	H9NC57	A0A6J4EH88	0.242	107	37	12	113	203	188	266	6.998E-01	28
H9NC57__cluster_membership__A0A7G8LRG4	H9NC57	A0A7G8LRG4	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	H9NC57	13	visible												
H9NC57__direct_alignment__A0A6G6XP65	H9NC57	A0A6G6XP65	direct_alignment	direct_alignment	alignment_present_in_m8	1	H9NC57	13	visible	H9NC57	A0A6G6XP65	0.341	41	19	2	249	283	212	250	3.705E-01	29
H9NC57__direct_alignment__A0A6J5NA62	H9NC57	A0A6J5NA62	direct_alignment	direct_alignment	alignment_present_in_m8	1	H9NC57	13	visible	H9NC57	A0A6J5NA62	0.200	30	22	1	67	96	303	330	5.092E-01	28
H9NC57__direct_alignment__Q25BG4	H9NC57	Q25BG4	direct_alignment	direct_alignment	alignment_present_in_m8	1	H9NC57	13	visible	H9NC57	Q25BG4	0.265	49	20	3	7	55	56	88	2.696E-01	29
H9NC57__cluster_membership__A0A6J7WYH3	H9NC57	A0A6J7WYH3	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	H9NC57	13	visible												
H9NC57__direct_alignment__A0A6J5SUQ0	H9NC57	A0A6J5SUQ0	direct_alignment	direct_alignment	alignment_present_in_m8	1	H9NC57	13	visible	H9NC57	A0A6J5SUQ0	0.203	304	108	34	118	368	39	261	5.498E-02	31
H9NC57__cluster_membership__M4QQE8	H9NC57	M4QQE8	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	H9NC57	13	visible												
H9NC57__direct_alignment__Q684B1	H9NC57	Q684B1	direct_alignment	direct_alignment	alignment_present_in_m8	1	H9NC57	13	visible	H9NC57	Q684B1	0.363	33	12	4	128	151	269	301	1.322E+00	27
H9NC57__direct_alignment__A0A5J6VL16	H9NC57	A0A5J6VL16	direct_alignment	direct_alignment	alignment_present_in_m8	1	H9NC57	13	visible	H9NC57	A0A5J6VL16	0.229	205	45	23	117	306	232	338	5.498E-02	31
H9NC57__direct_alignment__A0A7S9XE01	H9NC57	A0A7S9XE01	direct_alignment	direct_alignment	alignment_present_in_m8	1	H9NC57	13	visible	H9NC57	A0A7S9XE01	0.225	191	46	20	147	323	259	361	3.142E-03	35
J9PTY6__cluster_membership__A0A8S5QRQ9	J9PTY6	A0A8S5QRQ9	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	J9PTY6	22	visible												
J9PTY6__cluster_membership__A0A481Z905	J9PTY6	A0A481Z905	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	J9PTY6	22	visible												
J9PTY6__direct_alignment__A0A1B4XWL9	J9PTY6	A0A1B4XWL9	direct_alignment	direct_alignment	alignment_present_in_m8	1	J9PTY6	22	visible	J9PTY6	A0A1B4XWL9	0.224	58	20	6	39	78	176	226	5.646E-01	26
J9PTY6__direct_alignment__G3GNW4	J9PTY6	G3GNW4	direct_alignment	direct_alignment	alignment_present_in_m8	1	J9PTY6	22	visible	J9PTY6	G3GNW4	0.400	15	9	0	64	78	85	99	1.484E+00	25
J9PTY6__cluster_membership__A0A6J5KWC0	J9PTY6	A0A6J5KWC0	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	J9PTY6	22	visible												
J9PTY6__direct_alignment__A0A6J5KKL6	J9PTY6	A0A6J5KKL6	direct_alignment	direct_alignment	alignment_present_in_m8	1	J9PTY6	22	visible	J9PTY6	A0A6J5KKL6	0.206	63	33	4	52	101	76	134	1.127E-01	29
J9PTY6__cluster_membership__A0A6J5Q8P0	J9PTY6	A0A6J5Q8P0	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	J9PTY6	22	visible												
J9PTY6__direct_alignment__A0A6J5SVC1	J9PTY6	A0A6J5SVC1	direct_alignment	direct_alignment	alignment_present_in_m8	1	J9PTY6	22	visible	J9PTY6	A0A6J5SVC1	0.243	82	24	9	31	84	576	647	5.646E-01	26
J9PTY6__cluster_membership__H2EAH0	J9PTY6	H2EAH0	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	J9PTY6	22	visible												
J9PTY6__cluster_membership__A0A7M3UP55	J9PTY6	A0A7M3UP55	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	J9PTY6	22	visible												
J9PTY6__cluster_membership__A0A5J6VKD7	J9PTY6	A0A5J6VKD7	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	J9PTY6	22	visible												
J9PTY6__direct_alignment__A0A5K0UAS6	J9PTY6	A0A5K0UAS6	direct_alignment	direct_alignment	alignment_present_in_m8	1	J9PTY6	22	visible	J9PTY6	A0A5K0UAS6	0.361	47	12	7	56	99	194	225	5.914E-02	30
J9PTY6__direct_alignment__A0A7D3QUW6	J9PTY6	A0A7D3QUW6	direct_alignment	direct_alignment	alignment_present_in_m8	1	J9PTY6	22	visible	J9PTY6	A0A7D3QUW6	0.354	31	16	1	56	86	424	450	2.964E-01	27
J9PTY6__cluster_membership__A0A1V0SI72	J9PTY6	A0A1V0SI72	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	J9PTY6	22	visible												
J9PTY6__direct_alignment__A0A3G5A1G0	J9PTY6	A0A3G5A1G0	direct_alignment	direct_alignment	alignment_present_in_m8	1	J9PTY6	22	visible	J9PTY6	A0A3G5A1G0	0.325	43	10	3	52	79	270	308	2.964E-01	27
J9PTY6__direct_alignment__A0A7D3QV03	J9PTY6	A0A7D3QV03	direct_alignment	direct_alignment	alignment_present_in_m8	1	J9PTY6	22	visible	J9PTY6	A0A7D3QV03	0.266	45	20	5	49	88	294	330	1.484E+00	25
J9PTY6__direct_alignment__A0A3G5ADR3	J9PTY6	A0A3G5ADR3	direct_alignment	direct_alignment	alignment_present_in_m8	1	J9PTY6	22	visible	J9PTY6	A0A3G5ADR3	0.370	27	11	3	75	101	331	351	3.900E+00	24
J9PTY6__direct_alignment__A0A6G8MY73	J9PTY6	A0A6G8MY73	direct_alignment	direct_alignment	alignment_present_in_m8	1	J9PTY6	22	visible	J9PTY6	A0A6G8MY73	0.265	49	18	5	69	100	3	50	1.179E-02	32
J9PTY6__cluster_membership__A0A7D3QV11	J9PTY6	A0A7D3QV11	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	J9PTY6	22	visible												
J9PTY6__direct_alignment__A0A7D3UV43	J9PTY6	A0A7D3UV43	direct_alignment	direct_alignment	alignment_present_in_m8	1	J9PTY6	22	visible	J9PTY6	A0A7D3UV43	0.304	46	21	5	42	80	205	246	1.127E-01	29
J9PTY6__direct_alignment__A0A7D3QU55	J9PTY6	A0A7D3QU55	direct_alignment	direct_alignment	alignment_present_in_m8	1	J9PTY6	22	visible	J9PTY6	A0A7D3QU55	0.285	28	12	2	48	75	80	99	7.793E-01	26
J9QGR4__cluster_membership__A0A1V0SBI6	J9QGR4	A0A1V0SBI6	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	J9QGR4	3	visible												
J9QGR4__direct_alignment__UPI00155E547E	J9QGR4	UPI00155E547E	direct_alignment	direct_alignment	alignment_present_in_m8	1	J9QGR4	3	visible	J9QGR4	UPI00155E547E	0.676	34	7	3	47	78	77	108	2.332E-04	36
K4IBL1__cluster_membership__A0A8F5MEF3	K4IBL1	A0A8F5MEF3	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	K4IBL1	2	absent												
K4RM63__cluster_membership__A0A1V0SL28	K4RM63	A0A1V0SL28	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	K4RM63	4	absent												
K4RM63__cluster_membership__A0A6J5RM85	K4RM63	A0A6J5RM85	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	K4RM63	4	absent												
K4RM63__cluster_membership__A0A6J7WW18	K4RM63	A0A6J7WW18	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	K4RM63	4	absent												
O90834__cluster_membership__A0A8S5S0J4	O90834	A0A8S5S0J4	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	O90834	2	absent												
Q197D5__cluster_membership__A0A068QKS2	Q197D5	A0A068QKS2	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	Q197D5	3	visible												
Q197D5__direct_alignment__W8W2T2	Q197D5	W8W2T2	direct_alignment	direct_alignment	alignment_present_in_m8	1	Q197D5	3	visible	Q197D5	W8W2T2	0.414	70	34	4	54	119	55	121	1.916E-05	41
Q19Y27__cluster_membership__A0A0H3U4T2	Q19Y27	A0A0H3U4T2	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	Q19Y27	2	absent												
Q91BC9__direct_alignment__A0A0F7L8V0	Q91BC9	A0A0F7L8V0	direct_alignment	direct_alignment	alignment_present_in_m8	1	Q91BC9	16	visible	Q91BC9	A0A0F7L8V0	0.192	192	68	18	113	234	68	242	3.266E-02	32
Q91BC9__direct_alignment__A0A3G4ZUJ3	Q91BC9	A0A3G4ZUJ3	direct_alignment	direct_alignment	alignment_present_in_m8	1	Q91BC9	16	visible	Q91BC9	A0A3G4ZUJ3	0.241	116	33	13	196	289	381	463	1.167E-01	30
Q91BC9__direct_alignment__A0A1V0SAX2	Q91BC9	A0A1V0SAX2	direct_alignment	direct_alignment	alignment_present_in_m8	1	Q91BC9	16	visible	Q91BC9	A0A1V0SAX2	0.231	207	66	30	162	316	569	734	6.175E-02	31
Q91BC9__direct_alignment__A0A1V0SHS3	Q91BC9	A0A1V0SHS3	direct_alignment	direct_alignment	alignment_present_in_m8	1	Q91BC9	16	visible	Q91BC9	A0A1V0SHS3	0.333	27	17	1	164	189	250	276	2.207E-01	29
Q91BC9__direct_alignment__A0A2L2DIJ7	Q91BC9	A0A2L2DIJ7	direct_alignment	direct_alignment	alignment_present_in_m8	1	Q91BC9	16	visible	Q91BC9	A0A2L2DIJ7	0.194	67	26	9	182	228	22	80	5.327E+00	25
Q91BC9__direct_alignment__A0A3G4ZZZ1	Q91BC9	A0A3G4ZZZ1	direct_alignment	direct_alignment	alignment_present_in_m8	1	Q91BC9	16	visible	Q91BC9	A0A3G4ZZZ1	0.259	104	28	12	146	221	295	377	1.491E+00	26
Q91BC9__direct_alignment__A0A3G5A0J0	Q91BC9	A0A3G5A0J0	direct_alignment	direct_alignment	alignment_present_in_m8	1	Q91BC9	16	visible	Q91BC9	A0A3G5A0J0	0.204	93	36	10	81	147	174	254	1.167E-01	30
Q91BC9__direct_alignment__A0A3G5A1H6	Q91BC9	A0A3G5A1H6	direct_alignment	direct_alignment	alignment_present_in_m8	1	Q91BC9	16	visible	Q91BC9	A0A3G5A1H6	0.437	16	8	1	299	313	114	129	5.327E+00	25
Q91BC9__direct_alignment__A0A481Z4X6	Q91BC9	A0A481Z4X6	direct_alignment	direct_alignment	alignment_present_in_m8	1	Q91BC9	16	visible	Q91BC9	A0A481Z4X6	0.198	126	37	14	164	237	97	210	1.256E-02	33
Q91BC9__cluster_membership__A0A7G9U8P5	Q91BC9	A0A7G9U8P5	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	Q91BC9	16	visible												
Q91BC9__direct_alignment__A0A8F8X6J1	Q91BC9	A0A8F8X6J1	direct_alignment	direct_alignment	alignment_present_in_m8	1	Q91BC9	16	visible	Q91BC9	A0A8F8X6J1	0.208	168	58	18	101	229	5	136	7.887E-01	27
Q91BC9__cluster_membership__H2EF34	Q91BC9	H2EF34	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	Q91BC9	16	visible												
Q91BC9__cluster_membership__Q83084	Q91BC9	Q83084	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	Q91BC9	16	visible												
Q91BC9__cluster_membership__A0A6J5NWR7	Q91BC9	A0A6J5NWR7	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	Q91BC9	16	visible												
Q91BC9__cluster_membership__A0A7S5RJH0	Q91BC9	A0A7S5RJH0	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	Q91BC9	16	visible												
Q94MU6__cluster_membership__A0A075DXC8	Q94MU6	A0A075DXC8	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	Q94MU6	3	absent												
Q94MU6__cluster_membership__A0A0D3MT87	Q94MU6	A0A0D3MT87	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	Q94MU6	3	absent												
R9TQH4__cluster_membership__A0A0A0Q0P5	R9TQH4	A0A0A0Q0P5	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	R9TQH4	11	visible												
R9TQH4__direct_alignment__A0A0C5ANA3	R9TQH4	A0A0C5ANA3	direct_alignment	direct_alignment	alignment_present_in_m8	1	R9TQH4	11	visible	R9TQH4	A0A0C5ANA3	0.302	76	27	10	253	306	137	208	3.411E+00	26
R9TQH4__cluster_membership__A0A0G2TPE0	R9TQH4	A0A0G2TPE0	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	R9TQH4	11	visible												
R9TQH4__cluster_membership__A0A1C9EHK7	R9TQH4	A0A1C9EHK7	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	R9TQH4	11	visible												
R9TQH4__cluster_membership__A0A2I6SCN7	R9TQH4	A0A2I6SCN7	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	R9TQH4	11	visible												
R9TQH4__cluster_membership__A0A345MVI9	R9TQH4	A0A345MVI9	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	R9TQH4	11	visible												
R9TQH4__cluster_membership__A0A3G1EV89	R9TQH4	A0A3G1EV89	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	R9TQH4	11	visible												
